pl_name,hostname,tic_id,st_mass,st_masserr1,st_masserr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
Kepler-314 b,Kepler-314,TIC 271052158,0.99,0.014,-0.015,12.64,0.08,-0.08,10.778,0.012,-0.012,0.035,,,0.0,,
Kepler-930 b,Kepler-930,TIC 274031725,1.25,0.224,-0.156,13.89,0.08,-0.08,12.258,0.021,-0.021,0.34593,0.00374,-0.00374,0.0,,
TOI-1694 c,TOI-1694,TIC 396740648,0.853,0.0227,-0.0249,11.446,0.015,-0.015,9.425,0.02,-0.02,0.1,0.02,-0.02,0.0,,
KOI-3680 b,KOI-3680,TIC 275574174,1.01,0.07,-0.16,14.616,0.103,-0.103,13.101,0.039,-0.039,0.534,0.012,-0.03,0.496,0.031,-0.031
Kepler-712 c,Kepler-712,TIC 271347119,0.84,0.031,-0.036,16.161,0.172,-0.172,13.841,0.052,-0.052,0.66479,0.00699,-0.00699,0.0,,
Kepler-983 b,Kepler-983,TIC 164882868,1.13,0.028,-0.024,14.1125,0.0463,-0.0463,12.169,0.021,-0.021,0.3148,,,0.0,,
TOI-2076 e,TOI-2076,TIC 27491137,0.8557,0.0201,-0.0212,9.139,0.002,-0.002,7.115,0.017,-0.017,0.0385,0.0021,-0.0049,,,
TOI-1117 b,TOI-1117,TIC 295541511,0.97,0.02,-0.02,11.016,0.023,-0.023,9.385,0.022,-0.022,0.033,0.0002,-0.0002,0.0,,
Kepler-757 b,Kepler-757,TIC 360022783,1.08,0.143,-0.11,15.066,0.16,-0.16,13.043,0.035,-0.035,0.019,,,0.0,,
Kepler-716 c,Kepler-716,TIC 159377404,0.83,,,15.314,0.275,-0.275,13.135,0.029,-0.029,0.04548,0.00043,-0.00043,0.0,,
TOI-1136 b,TOI-1136,TIC 142276270,1.022,0.027,-0.027,9.534,0.003,-0.003,8.034,0.021,-0.021,0.05106,0.0009,-0.0009,0.027,0.009,-0.009
Kepler-36 b,Kepler-36,TIC 350810590,1.034,0.022,-0.022,11.941,0.025,-0.025,10.788,0.022,-0.022,0.11419,0.0008,-0.0008,0.0,,
Kepler-367 b,Kepler-367,TIC 28159518,0.768,0.011,-0.013,13.193,0.297,-0.297,10.674,0.014,-0.014,0.201,,,0.0,,
Kepler-1848 b,Kepler-1848,TIC 268712158,0.756,0.042,-0.034,13.887,0.137,-0.137,11.529,0.02,-0.02,0.05835,0.00033,-0.00033,0.0,,
Kepler-1565 b,Kepler-1565,TIC 170241112,0.76,0.044,-0.058,15.381,0.195,-0.195,13.259,0.033,-0.033,0.0241,,,0.0,,
Kepler-36 c,Kepler-36,TIC 350810590,1.034,0.022,-0.022,11.941,0.025,-0.025,10.788,0.022,-0.022,0.12692,0.00092,-0.00092,0.0,,
Kepler-1720 b,Kepler-1720,TIC 272839596,0.939,0.081,-0.112,14.822,0.126,-0.126,12.891,0.026,-0.026,0.1043,,,0.0,,
TOI-1203 c,TOI-1203,TIC 23434737,0.886,0.036,-0.036,8.59,0.03,-0.03,6.997,0.021,-0.021,,,,0.092,0.081,-0.063
HD 106252 b,HD 106252,TIC 397558558,1.05,0.02,-0.02,7.41,0.03,-0.03,5.929,0.026,-0.026,2.655,0.017,-0.017,0.48,0.01,-0.01
Kepler-1723 b,Kepler-1723,TIC 271040560,0.96,0.142,-0.103,14.383,0.069,-0.069,12.849,0.031,-0.031,0.2249,,,0.0,,
Kepler-938 b,Kepler-938,TIC 271253308,0.92,0.046,-0.053,15.148,0.069,-0.069,13.26,0.035,-0.035,0.2689,,,0.0,,
HD 203387 c,HD 203387,TIC 288329878,2.817,0.271,-0.271,4.28,0.03,-0.03,2.206,0.27,-0.27,5.067,0.204,-0.196,0.202,0.125,-0.101
HU Aqr AB b,HU Aqr,TIC 364173220,0.88,,,16.183,0.334,-0.334,13.634,0.044,-0.044,3.6,0.8,-0.8,0.0,,
Kepler-535 b,Kepler-535,TIC 351192037,1.18,0.057,-0.042,13.209,0.092,-0.092,11.845,0.019,-0.019,0.06011,0.00029,-0.00029,0.0,,
TOI-3082 b,TOI-3082,TIC 428699140,0.664,0.0798,-0.0798,12.934,0.08,-0.08,9.881,0.021,-0.021,,,,,,
KOI-12 b,KOI-12,TIC 169461816,1.5,0.1,-0.1,11.51,0.014,-0.014,10.234,0.018,-0.018,0.154,0.004,-0.003,0.34,0.08,-0.07
WASP-18 c,WASP-18,TIC 100100827,1.22,,,9.28,0.03,-0.03,8.131,0.027,-0.027,0.035,,,0.015,,
Kepler-1747 b,Kepler-1747,TIC 164670571,0.983,0.065,-0.115,16.1966,0.0459,-0.0459,14.036,0.071,-0.071,0.066,,,0.0,,
K2-392 b,K2-392,TIC 8963531,0.841,0.37,-0.258,12.922,0.092,-0.092,11.238,0.024,-0.024,,,,,,
TIC 393818343 b,TIC 393818343,TIC 393818343,1.082,0.055,-0.056,9.48,0.004,-0.004,8.052,0.033,-0.033,0.1291,0.0021,-0.0022,0.6058,0.0023,-0.0023
TOI-2095 c,TOI-2095,TIC 235678745,0.44,0.02,-0.02,13.19,0.2,-0.2,8.988,0.015,-0.015,0.137,0.006,-0.006,0.0,,
Kepler-695 b,Kepler-695,TIC 171974763,0.84,0.052,-0.048,15.262,0.275,-0.275,12.922,0.03,-0.03,0.0374,,,0.0,,
K2-416 b,K2-416,TIC 301132473,0.548,0.012,-0.012,14.794,0.033,-0.033,10.734,0.021,-0.021,0.088,0.01,-0.021,,,
WASP-72 b,WASP-72,TIC 122612091,2.78,1.28,-1.28,10.868,0.007,-0.007,9.617,0.021,-0.021,0.03711,0.00048,-0.00051,0.0,,
KOI-4777.01,KOI-4777,TIC 158427808,0.41,0.02,-0.02,16.413,0.069,-0.069,12.449,0.018,-0.018,0.008,0.0003,-0.0003,0.0,,
Kepler-507 b,Kepler-507,TIC 27992970,1.16,0.07,-0.048,12.197,0.03,-0.03,10.665,0.017,-0.017,0.04781,0.00038,-0.00038,0.0,,
K2-157 d,K2-157,TIC 349445372,0.89,0.029,-0.029,12.942,0.069,-0.069,10.98,0.023,-0.023,0.309,0.0038,-0.0038,0.5,,
BD-06 1339 b,BD-06 1339,TIC 66914642,0.7,,,9.7,0.03,-0.03,6.305,0.018,-0.018,0.0428,0.0007,-0.0007,0.0,,
Kepler-1033 b,Kepler-1033,TIC 164560648,0.94,0.039,-0.044,16.186,0.343,-0.343,14.283,0.086,-0.086,0.0761,,,0.0,,
Kepler-1996 b,Kepler-1996,TIC 164892125,0.748,0.027,-0.043,15.11,0.114,-0.114,12.53,0.03,-0.03,0.1789,,,0.0,,
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,0.81,0.21,-0.27,,,,17.7,,,4.18,0.96,-0.88,,,
Kepler-45 b,Kepler-45,TIC 137899948,0.59,0.06,-0.06,16.744,1.133,-1.133,12.892,0.03,-0.03,0.03,,,0.11,0.1,-0.09
Kepler-395 c,Kepler-395,TIC 270520765,0.622827,0.021315,-0.021315,16.5919,0.046,-0.046,12.948,0.03,-0.03,0.177,,,0.0,,
TOI-2796 b,TOI-2796,TIC 220076110,1.063,0.057,-0.062,12.475,0.08,-0.08,10.936,0.023,-0.023,0.0569,0.001,-0.0011,0.0,,
Kepler-864 b,Kepler-864,TIC 164836049,1.0,0.048,-0.054,15.898,0.149,-0.149,14.218,0.078,-0.078,0.0687,,,0.0,,
K2-405 b,K2-405,TIC 149496868,1.034,0.459,-0.314,12.816,0.046,-0.046,10.547,0.016,-0.016,,,,,,
WASP-192 b,WASP-192,TIC 160578764,1.09,0.06,-0.06,12.678,0.057,-0.057,11.137,0.023,-0.023,0.0408,0.0008,-0.0008,0.0,,
Kepler-1394 b,Kepler-1394,TIC 164527695,1.64,0.091,-0.124,11.714,0.019,-0.019,10.679,0.016,-0.016,0.05474,0.00043,-0.00043,0.0,,
Kepler-428 b,Kepler-428,TIC 122596693,0.87,0.05,-0.05,15.362,0.035,-0.035,13.234,0.033,-0.033,0.0433,0.0009,-0.0009,0.22,,
HD 189567 c,HD 189567,TIC 352402781,0.83,0.01,-0.01,6.074,0.001,-0.001,4.511,0.026,-0.026,0.197,0.003,-0.003,0.16,0.09,-0.09
HD 1502 b,HD 1502,TIC 303193565,1.46,,,8.36,0.03,-0.03,6.12,0.026,-0.026,1.262,0.092,-0.092,0.031,0.022,-0.022
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,,0.545,0.272,-0.26,,,,,,,5.19,0.9,-1.23,,,
Kepler-1710 b,Kepler-1710,TIC 137316027,0.932,0.051,-0.068,12.695,0.092,-0.092,11.047,0.02,-0.02,0.11583,0.00097,-0.00097,0.0,,
Kepler-1027 b,Kepler-1027,TIC 158552426,0.91,0.027,-0.021,12.994,0.08,-0.08,11.119,0.013,-0.013,0.02911,0.00013,-0.00013,0.0,,
Kepler-828 b,Kepler-828,TIC 158386765,0.81,0.037,-0.045,15.374,0.183,-0.183,12.992,0.027,-0.027,0.01228,0.00013,-0.00013,0.0,,
BD-11 4672 b,BD-11 4672,TIC 217831699,0.651,0.031,-0.029,10.03,0.03,-0.03,6.867,0.024,-0.024,2.36,0.04,-0.04,0.05,0.05,-0.03
Kepler-301 c,Kepler-301,TIC 48419097,1.022,0.021,-0.029,14.458,0.103,-0.103,12.706,0.027,-0.027,0.06,,,0.0,,
WASP-48 b,WASP-48,TIC 284475976,0.88,0.36,-0.36,11.647,0.019,-0.019,10.372,0.022,-0.022,0.03444,0.00045,-0.00045,0.0,,
TOI-2525 c,TOI-2525,TIC 149601126,0.849,0.042,-0.042,14.216,0.092,-0.092,11.905,0.024,-0.024,0.249,0.004,-0.004,0.157,0.008,-0.007
KOI-1783.02,KOI-1783,TIC 159051209,1.076,0.036,-0.032,13.978,0.08,-0.08,12.621,0.02,-0.02,0.86695,0.0092,-0.0092,0.0,,
Kepler-1270 b,Kepler-1270,TIC 399826741,1.28,0.014,-0.106,13.562,0.092,-0.092,11.242,0.023,-0.023,0.07045,0.00148,-0.00148,0.0,,
Kepler-197 e,Kepler-197,TIC 27397848,0.857,0.023,-0.019,11.775,0.024,-0.024,10.535,0.021,-0.021,0.164,,,0.38,0.25,-0.17
Kepler-1315 c,Kepler-1315,TIC 271881331,0.809,0.047,-0.042,15.133,0.069,-0.069,12.684,0.031,-0.031,0.0635,0.00035,-0.00035,0.0,,
Kepler-862 b,Kepler-862,TIC 273379660,0.88,0.043,-0.046,15.601,0.103,-0.103,13.315,0.035,-0.035,0.039,,,0.0,,
HD 18599 b,HD 18599,TIC 207141131,0.863,0.02,-0.02,8.99,0.03,-0.03,6.883,0.02,-0.02,0.048,0.0004,-0.0004,0.34,0.07,-0.09
HD 33564 b,HD 33564,TIC 142103211,1.25,0.03,-0.04,5.10111,0.023,-0.023,3.911,0.02,-0.02,1.1,,,0.34,0.02,-0.02
GJ 3138 b,GJ 3138,TIC 632528291,0.681,,,10.8275,0.0459,-0.0459,7.246,0.016,,0.0197,0.0005,-0.0005,0.19,0.18,-0.13
Kepler-1523 b,Kepler-1523,TIC 272083995,0.97,0.07,-0.062,14.993,0.103,-0.103,13.182,0.029,-0.029,0.01867,0.00018,-0.00018,0.0,,
Kepler-435 b,Kepler-435,TIC 63211674,1.538,0.088,-0.088,13.704,0.114,-0.114,12.291,0.022,-0.022,0.0948,0.0018,-0.0018,0.114,0.077,-0.077
Kepler-138 c,Kepler-138,TIC 159376971,0.535,0.012,-0.012,13.04,0.092,-0.092,9.506,0.011,-0.011,0.0913,0.0007,-0.0007,0.017,0.008,-0.007
HD 37605 c,HD 37605,TIC 144730053,0.94,0.15,-0.15,8.67,0.03,-0.03,6.815,0.021,-0.021,3.74,0.21,-0.21,0.03,0.012,-0.012
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,,0.18,0.32,-0.11,,,,,,,1.72,0.56,-0.48,,,
K2-163 b,K2-163,TIC 56760743,0.826112,0.019092,-0.022721,13.078,0.503,-0.503,10.627,0.024,-0.024,,,,,,
Kepler-1370 b,Kepler-1370,TIC 120253552,1.19,0.155,-0.09,13.718,0.092,-0.092,12.349,0.02,-0.02,0.15763,0.00063,-0.00063,0.0,,
Kepler-257 d,Kepler-257,TIC 273132699,0.916,0.017,-0.017,15.652,0.15,-0.15,13.372,,,0.16,,,0.0,,
K2-376 b,K2-376,TIC 117414377,0.908,0.394,-0.281,10.415,0.006,-0.006,9.007,0.016,-0.016,,,,,,
USco CTIO 108 b,USco CTIO 108,TIC 48666170,0.06,0.02,-0.02,,,,12.507,0.03,-0.03,670.0,,,,,
Kepler-172 c,Kepler-172,TIC 237157751,1.081,0.027,-0.034,14.703,0.08,-0.08,12.793,0.036,-0.036,0.068,,,0.0,,
Kepler-1040 b,Kepler-1040,TIC 48217265,0.98,0.035,-0.037,13.614,0.16,-0.16,11.772,0.018,-0.018,0.67249,0.00766,-0.00766,0.0,,
Kepler-102 e,Kepler-102,TIC 123357864,0.803,0.021,-0.021,12.072,0.027,-0.027,9.351,0.011,-0.011,0.1162,0.001,-0.001,0.089,,
Kepler-102 d,Kepler-102,TIC 123357864,0.803,0.021,-0.021,12.072,0.027,-0.027,9.351,0.011,-0.011,0.08618,0.00076,-0.00076,0.092,,
HD 63935 c,HD 63935,TIC 453211454,0.9406,0.0342,-0.0318,8.58,0.03,-0.03,6.881,0.021,-0.021,0.148,0.003,-0.003,0.0,,
Kepler-1683 b,Kepler-1683,TIC 274126997,0.95,,,14.962,0.103,-0.103,13.04,0.028,-0.028,0.1182,,,0.0,,
K2-233 b,K2-233,TIC 428820090,0.79,0.01,-0.01,10.883,0.014,-0.014,8.375,0.023,-0.023,0.03293,0.00066,-0.00066,0.0,,
Kepler-102 c,Kepler-102,TIC 123357864,0.803,0.021,-0.021,12.072,0.027,-0.027,9.351,0.011,-0.011,0.06702,0.00059,-0.00059,0.094,,
HD 3167 c,HD 3167,TIC 318707987,0.837,0.053,-0.043,8.97,0.03,-0.03,7.066,0.02,-0.02,0.1776,0.0037,-0.0031,0.06,,
KIC 3558849 b,KIC 3558849,TIC 138888805,0.98,0.11,-0.11,14.32,0.114,-0.114,12.767,0.027,-0.027,,,,,,
Kepler-1348 b,Kepler-1348,TIC 26582909,1.04,0.068,-0.068,14.871,0.137,-0.137,13.242,0.04,-0.04,0.1834,,,0.0,,
WASP-194 b,WASP-194,TIC 400432230,1.29,0.08,-0.08,11.985,0.046,-0.046,10.875,0.021,-0.021,0.047,0.003,-0.003,0.0,,
HD 98736 b,HD 98736,TIC 3819571,0.92,0.13,-0.13,7.93,0.03,-0.03,6.028,0.017,-0.017,1.864,0.091,-0.091,0.226,0.064,-0.064
Kepler-208 c,Kepler-208,TIC 270781284,1.082,0.03,-0.03,13.561,0.057,-0.057,12.21,0.02,-0.02,0.079,,,0.0,,
HIP 38594 b,HIP 38594,TIC 128902569,0.61,0.02,-0.02,9.75,0.1,-0.1,6.169,0.021,-0.021,0.256,0.003,-0.003,0.17,0.11,-0.11
Kepler-175 c,Kepler-175,TIC 159099116,0.969,0.029,-0.029,15.225,0.137,-0.137,13.496,0.035,-0.035,0.213,,,0.0,,
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,,0.57,0.32,-0.29,,,,,,,2.89,0.44,-0.66,,,
Kepler-433 b,Kepler-433,TIC 169556484,1.46,0.17,-0.17,14.717,0.137,-0.137,12.826,0.026,-0.026,0.0679,0.0027,-0.0027,0.119,0.079,-0.079
Kepler-398 d,Kepler-398,TIC 137155210,0.72,0.024,-0.028,13.499,0.08,-0.08,10.794,0.018,-0.018,0.0618,,,0.0,,
HD 99706 b,HD 99706,TIC 148680230,1.46,,,7.65,0.03,-0.03,5.335,0.016,-0.016,1.98,0.14,-0.14,0.25,0.16,-0.16
CoRoT-31 b,CoRoT-31,TIC 250595183,1.25,0.22,-0.21,15.479,0.309,-0.309,13.426,0.038,-0.038,0.0586,0.0034,-0.0034,0.02,0.16,-0.16
K2-312 c,HD 80653,TIC 55315929,1.18,0.04,-0.04,9.452,0.003,-0.003,8.018,0.021,-0.021,1.961,0.027,-0.027,0.853,0.011,-0.011
Kepler-1884 b,Kepler-1884,TIC 272707494,0.993,0.131,-0.131,15.433,0.195,-0.195,13.611,0.044,-0.044,0.0845,,,0.0,,
2MASS J03590986+2009361 b,2MASS J03590986+2009361,TIC 14183352,0.264996,0.020979,-0.020979,,,,12.533,0.028,-0.028,572.0,7.0,-7.0,,,
WASP-18 b,WASP-18,TIC 100100827,1.294,0.063,-0.061,9.28,0.03,-0.03,8.131,0.027,-0.027,0.02024,0.00029,-0.00031,0.0051,0.007,-0.0037
WASP-19 b,WASP-19,TIC 35516889,0.965,0.091,-0.095,12.248,0.069,-0.069,10.481,0.023,-0.023,0.01652,0.0005,-0.00056,0.0126,0.014,-0.0089
Kepler-1824 b,Kepler-1824,TIC 360023295,1.135,0.062,-0.07,14.976,0.183,-0.183,13.409,0.04,-0.04,0.4267,,,0.0,,
Kepler-334 b,Kepler-334,TIC 158394479,1.022,0.0235,-0.0235,12.834,0.069,-0.069,11.409,0.013,-0.013,0.061,,,0.0,,
Kepler-248 b,Kepler-248,TIC 275493574,0.838,0.018,-0.027,15.506,0.115,-0.115,13.357,0.053,-0.053,0.066,,,0.0,,
Kepler-730 c,Kepler-730,TIC 352013543,1.047,0.072,-0.054,15.782,0.069,-0.069,14.102,0.049,-0.049,0.03997,0.00089,-0.00069,0.0,,
Kepler-1530 b,Kepler-1530,TIC 298892283,0.92,0.04,-0.043,14.15,0.149,-0.149,12.3,0.025,-0.025,0.03553,0.00018,-0.00018,0.0,,
TOI-451 c,TOI-451,TIC 257605131,0.95,0.02,-0.02,10.939,0.008,-0.008,9.19,0.023,-0.023,0.0823,0.0033,-0.0036,0.0,,
Kepler-255 d,Kepler-255,TIC 272083669,0.9,0.043,-0.054,15.699,0.172,-0.172,13.689,0.043,-0.043,0.0192,,,0.0,,
Kepler-998 b,Kepler-998,TIC 27914290,1.12,0.098,-0.083,14.463,0.08,-0.08,12.888,0.031,-0.031,0.0626,,,0.0,,
HD 158259 b,HD 158259,TIC 188768068,1.08,0.1,-0.1,6.47915,0.023,-0.023,4.965,0.023,-0.023,,,,,,
KELT-20 b,KELT-20,TIC 69679391,1.76,0.14,-0.19,7.59,0.03,-0.03,7.415,0.017,-0.017,0.0542,0.0014,-0.0021,0.0,,
GJ 3929 b,GJ 3929,TIC 188589164,0.313,0.027,-0.022,12.675,0.023,-0.023,7.869,0.02,-0.02,0.0252,0.0005,-0.0005,0.0,,
K2-32 d,K2-32,TIC 437444661,0.83,0.02,-0.02,12.304,0.092,-0.092,9.821,0.019,-0.019,0.18422,0.00152,-0.00144,0.05,0.053,-0.035
TRAPPIST-1 b,TRAPPIST-1,TIC 278892590,0.0898,0.0023,-0.0023,17.02,0.2,-0.2,10.296,0.023,-0.023,0.01154,0.0001,-0.0001,0.00622,0.00304,-0.00304
K2-32 c,K2-32,TIC 437444661,0.83,0.02,-0.02,12.304,0.092,-0.092,9.821,0.019,-0.019,0.13843,0.00115,-0.00108,0.049,0.046,-0.035
Kepler-1700 b,Kepler-1700,TIC 158325998,1.12,,,13.764,0.057,-0.057,12.352,0.019,-0.019,0.76094,0.00812,-0.00812,0.0,,
Kepler-256 e,Kepler-256,TIC 63362772,1.037,0.024,-0.028,15.178,0.103,-0.103,13.424,0.043,-0.043,0.096,,,0.0,,
HR 8799 b,HR 8799,TIC 245368902,1.5,0.3,-0.3,5.98,0.01,-0.01,5.24,0.018,-0.018,68.0,,,,,
KELT-2 A b,KELT-2 A,TIC 97735908,1.54,0.28,-0.28,8.68,0.03,-0.03,7.346,0.031,-0.031,0.05497,0.00037,-0.00037,0.0,,
TOI-1273 b,TOI-1273,TIC 445859771,1.06,0.06,-0.06,10.98,0.009,-0.009,9.417,0.024,-0.024,0.0549,0.001,-0.001,0.055,0.032,-0.032
Kepler-167 b,Kepler-167,TIC 137686948,0.777,0.034,-0.031,14.284,0.126,-0.126,11.832,0.022,-0.022,0.04825,0.0007,-0.0007,0.0,,
Kepler-138 e,Kepler-138,TIC 159376971,0.535,0.012,-0.012,13.04,0.092,-0.092,9.506,0.011,-0.011,0.1803,0.0014,-0.0014,0.112,0.018,-0.024
Kepler-125 c,Kepler-125,TIC 273873718,0.542101,0.020298,-0.020298,15.431,0.046,-0.046,11.682,0.019,-0.019,0.051,,,0.0,,
Kepler-267 d,Kepler-267,TIC 269357457,0.541571,0.020592,-0.020592,16.69,0.2,-0.2,12.485,0.024,-0.024,0.154,,,0.0,,
GJ 3988 b,GJ 3988,TIC 274626553,0.1842,0.0153,-0.0153,13.627,0.098,-0.098,7.921,0.021,-0.021,0.0405,0.0011,-0.0012,0.0,,
Kepler-569 b,Kepler-569,TIC 48353203,0.95,0.033,-0.035,14.244,0.195,-0.195,12.513,0.024,-0.024,0.19784,0.00247,-0.00247,0.0,,
Kepler-751 b,Kepler-751,TIC 271259677,0.87,0.049,-0.057,15.211,0.114,-0.114,13.124,0.029,-0.029,0.1263,,,0.0,,
Kepler-1482 b,Kepler-1482,TIC 279917678,0.88,0.041,-0.047,13.967,0.114,-0.114,11.996,0.028,-0.028,0.09968,0.00049,-0.00049,0.0,,
Kepler-1781 b,Kepler-1781,TIC 63005080,1.053,0.084,-0.115,15.713,0.069,-0.069,14.018,0.072,-0.072,0.0574,,,0.0,,
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,,0.51,0.43,-0.31,,,,,,,4.39,2.18,-2.4,,,
TOI-431 c,TOI-431,TIC 31374837,0.78,0.07,-0.07,9.12,0.03,-0.03,6.723,0.021,-0.021,0.052,0.001,-0.001,0.0,,
Kepler-332 b,Kepler-332,TIC 158272257,0.743,0.014,-0.025,14.243,0.103,-0.103,11.974,0.018,-0.018,0.07,,,0.0,,
Kepler-508 b,Kepler-508,TIC 271671025,1.16,0.064,-0.054,11.592,0.021,-0.021,10.379,0.012,-0.012,0.17274,0.00168,-0.00168,0.0,,
Kepler-1896 b,Kepler-1896,TIC 394175334,1.07,0.137,-0.15,15.844,0.092,-0.092,14.165,0.054,-0.054,0.2529,,,0.0,,
KOI-1599.02,KOI-1599,TIC 170647523,1.02,,,14.795,0.126,-0.126,13.238,0.031,-0.031,0.112293,,,0.0114,,
Kepler-481 b,Kepler-481,TIC 26541093,1.01,0.039,-0.035,14.054,0.149,-0.149,12.383,0.025,-0.025,0.08926,0.00081,-0.00081,0.0,,
Kepler-1005 b,Kepler-1005,TIC 158215347,1.0,0.037,-0.035,13.371,0.137,-0.137,11.718,0.014,-0.014,0.06717,0.00068,-0.00068,0.0,,
K2-22 b,K2-22,TIC 363445338,0.595292,0.059529,-0.059529,15.565,0.046,-0.046,11.924,0.026,-0.026,0.009,0.0,0.0,0.19,0.221175,-0.152914
Kepler-1322 b,Kepler-1322,TIC 275490412,0.9,0.052,-0.056,15.876,0.229,-0.229,14.068,0.079,-0.079,0.0183,,,0.0,,
Kepler-1300 b,Kepler-1300,TIC 121865605,1.29,0.164,-0.15,12.861,0.103,-0.103,11.383,0.018,-0.018,0.16005,0.00112,-0.00112,0.0,,
K2-104 b,K2-104,TIC 175194958,0.51,0.02,-0.02,15.989,0.206,-0.206,12.014,0.021,-0.021,0.0242,0.0022,-0.0055,0.09,0.167783,-0.07267
WASP-167 b,WASP-167,TIC 104024556,1.59,0.08,-0.08,10.517,0.007,-0.007,9.76,0.021,-0.021,0.0365,0.0006,-0.0006,,,
Kepler-888 b,Kepler-888,TIC 27531978,0.97,0.03,-0.03,13.061,0.069,-0.069,11.594,0.019,-0.019,0.31481,0.00319,-0.00319,0.0,,
K2-54 b,K2-54,TIC 12822545,0.615,0.031,-0.031,14.542,0.137,-0.137,11.075,0.043,-0.043,0.0761,0.0013,-0.0013,0.24,0.4,-0.18
Kepler-401 c,Kepler-401,TIC 267746315,1.173,0.068,-0.048,13.366,0.08,-0.08,11.987,0.021,-0.021,0.269,,,0.0,,
HD 76920 b,HD 76920,TIC 302372658,1.0,0.2,-0.2,7.83,0.03,-0.03,5.253,0.026,-0.026,1.091,0.068,-0.077,0.8782,0.0025,-0.0025
Kepler-920 b,Kepler-920,TIC 267570317,0.89,0.039,-0.049,15.492,0.069,-0.069,13.511,0.036,-0.036,0.065,,,0.0,,
Kepler-1731 b,Kepler-1731,TIC 137099260,0.781,0.034,-0.049,12.742,0.092,-0.092,10.41,0.017,-0.017,0.1399,0.00095,-0.00095,0.0,,
Kepler-1438 b,Kepler-1438,TIC 121946404,0.97,0.05,-0.046,14.983,0.217,-0.217,13.136,0.041,-0.041,0.0346,,,0.0,,
K2-390 b,K2-390,TIC 9030119,0.789,0.351,-0.239,13.611,0.069,-0.069,11.718,0.026,-0.026,,,,,,
Kepler-336 b,Kepler-336,TIC 122298677,1.09,0.059,-0.042,13.677,0.149,-0.149,12.144,0.022,-0.022,0.033,,,0.0,,
Kepler-788 b,Kepler-788,TIC 122224871,1.16,0.13,-0.101,15.45,0.149,-0.149,13.873,0.049,-0.049,0.0835,,,0.0,,
Kepler-1225 b,Kepler-1225,TIC 122595850,1.13,0.136,-0.093,14.819,0.195,-0.195,13.282,0.038,-0.038,0.0771,,,0.0,,
Kepler-19 b,Kepler-19,TIC 122375047,0.936,0.04,-0.04,12.035,0.026,-0.026,10.318,0.019,-0.019,0.0846,0.0012,-0.0012,0.41,,
Kepler-440 b,Kepler-440,TIC 120495880,0.575,0.043,-0.047,15.637,0.172,-0.172,12.121,0.021,-0.021,0.242,0.066,-0.041,0.34,0.12,-0.19
Kepler-1937 b,Kepler-1937,TIC 122597057,1.19,0.181,-0.163,14.163,0.126,-0.126,12.817,0.027,-0.027,0.0915,0.00098,-0.00098,0.0,,
Kepler-335 b,Kepler-335,TIC 272085033,1.367,0.024,-0.022,14.111,0.103,-0.103,12.496,0.016,-0.016,0.075,,,0.0,,
Kepler-1035 b,Kepler-1035,TIC 158927791,0.98,0.061,-0.064,13.097,0.092,-0.092,11.416,0.011,-0.011,0.03883,0.00043,-0.00043,0.0,,
BD-17 63 b,BD-17 63,TIC 75377076,0.741,0.04,-0.04,9.62,0.03,-0.03,6.914,0.024,-0.024,1.34,0.02,-0.02,0.5439,0.0052,-0.0052
Kepler-1301 b,Kepler-1301,TIC 158278132,0.85,0.036,-0.042,15.656,0.092,-0.092,13.469,0.039,-0.039,0.0815,,,0.0,,
TOI-4364 b,TOI-4364,TIC 4070275,0.487,0.017,-0.016,13.564,0.034,-0.034,9.075,0.024,-0.024,0.04753,0.00053,-0.00054,0.29,0.38,-0.17
GJ 433 d,GJ 433,TIC 57654763,0.48,,,9.81,0.1,-0.1,5.623,0.021,-0.021,0.178,0.006,-0.006,0.07,0.05,-0.05
Pr0211 b,Pr0211,TIC 175291727,0.935,0.013,-0.013,12.163,0.08,-0.08,10.173,0.016,-0.016,0.03176,0.00015,-0.00015,0.011,0.012,-0.008
Kepler-1423 b,Kepler-1423,TIC 121599740,0.79,0.035,-0.043,14.721,0.195,-0.195,12.405,0.021,-0.021,0.1586,,,0.0,,
Kepler-1797 b,Kepler-1797,TIC 63288848,1.069,0.144,-0.144,15.421,0.081,-0.081,13.83,0.058,-0.058,0.1637,,,0.0,,
Kepler-1909 b,Kepler-1909,TIC 159573063,0.663,0.088,-0.044,15.933,0.263,-0.263,13.558,0.037,-0.037,0.0306,,,0.0,,
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,,0.28,0.28,-0.14,,,,,,,2.0,0.3,-0.3,,,
Kepler-111 c,Kepler-111,TIC 63001143,1.118,0.061,-0.068,13.543,0.069,-0.069,12.11,0.023,-0.023,0.751,0.013,-0.016,0.176,0.08,-0.085
